1, junk, ., +, t, /, 1, (, i, Y, d
10307, junk, 1, |, COMMA, \prime, l, ., ), +, /
10308, h, n, k, junk, 1, ., l, i, 2, \prime
10309, \phi, n, y, junk, +, \pi, ., q, 7, x
10310, (, junk, 1, l, COMMA, ., 3, 6, \{, 4
10311, 9, q, a, junk, 4, 1, \div, y, ., g
10312, -, junk, =, ., \ldots, COMMA, 2, T, m, i
10313, 3, junk, 7, z, 2, 1, 5, x, COMMA, -
10314, h, n, junk, k, ., 1, a, m, l, 2
10315, -, junk, =, ., T, \ldots, COMMA, i, 2, t
10316, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10317, -, junk, ., 2, =, \ldots, m, \div, COMMA, 0
10318, =, junk, ., T, -, 5, s, \div, 0, I
10319, 3, z, junk, x, \lambda, 5, X, s, \times, COMMA
10320, h, n, junk, 4, (, b, ., 1, l, +
10321, ), COMMA, junk, 1, ., \prime, /, 2, y, |
10322, 3, junk, \geq, Y, y, x, z, F, 7, .
10323, h, n, junk, k, ., L, l, 1, m, 2
10324, h, n, junk, k, L, ., 2, 1, a, l
10325, junk, 1, |, COMMA, +, \prime, ), l, !, .
10326, h, n, junk, k, m, ., 1, l, -, i
10327, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10328, +, junk, t, ., x, 1, T, -, 4, 2
10329, h, n, k, junk, ., 1, l, m, r, -
10330, 2, a, junk, \alpha, 1, x, ., z, -, h
10331, 2, junk, z, \alpha, 1, a, x, -, ., +
10332, (, junk, 1, l, \{, 6, C, COMMA, ., 3
10333, 0, junk, o, ., v, c, V, \Delta, s, \mu
10334, 2, z, junk, a, \alpha, 1, \div, x, 7, .
10335, h, junk, L, ., l, +, b, 4, 2, 1
10336, 3, \geq, junk, x, F, ., 2, Y, COMMA, z
10337, h, junk, l, k, n, 1, ., 2, +, L
10338, 2, junk, \alpha, a, 1, ., \div, i, -, x
10339, 3, junk, x, z, 1, y, 2, \lambda, COMMA, \geq
10340, 3, junk, Y, 1, y, 2, \lambda, z, 5, x
10341, 5, S, 3, junk, s, ., E, 1, \div, g
10342, \div, 0, junk, 3, 8, \exists, \pm, ., I, \geq
10343, junk, 1, (, COMMA, |, l, \prime, /, +, .
10344, \neq, junk, 7, x, +, \gamma, t, z, ., -
10345, 5, junk, s, S, 3, ., 1, \exists, E, COMMA
10346, \div, \leq, junk, G, =, 1, ., k, 2, I
10347, a, junk, u, \Delta, v, ., \mu, 2, o, \lambda
10348, \div, junk, I, \geq, =, -, 3, ., \pm, COMMA
10349, b, h, n, junk, ., k, 1, (, e, -
10350, \sqrt, junk, ., r, 0, \sigma, \sum, -, E, /
10351, 3, z, junk, x, \lambda, 5, COMMA, \times, X, s
10352, 8, 0, junk, \theta, G, ., E, o, c, 6
10353, 6, b, junk, A, ., 4, 0, i, t, \leq
10354, ), COMMA, junk, 1, ., \prime, ], y, 2, /
10355, -, junk, =, ., T, \ldots, COMMA, i, 2, m
10356, 8, junk, 0, \theta, ., o, n, \div, 1, E
10357, 5, s, junk, S, \exists, 1, ., 3, COMMA, \div
10358, junk, ., 2, 7, z, r, 0, 1, L, y
10359, junk, ., L, 7, 1, r, 0, 2, z, /
10360, junk, ., 7, L, 1, r, y, 2, \sqrt, z
10361, junk, 2, ., 7, 5, z, r, L, y, 0
10362, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10363, b, 6, junk, 0, ., A, E, COMMA, \theta, 1
10364, \sin, junk, +, \rightarrow, a, ), ., m, \lim, COMMA
10365, P, \beta, p, junk, f, 1, B, ., \lambda, A
10366, x, X, \times, k, R, r, l, \pi, junk, 2
10367, \cos, junk, o, ., \tan, \sin, 0, -, a, c
10368, x, \times, junk, ., 2, \lt, \gt, a, \gamma, v
10369, x, X, \times, \gamma, junk, r, z, \mu, y, .
10370, 3, junk, F, COMMA, 2, x, 7, 5, \geq, .
10371, junk, ., L, 7, 1, r, \sqrt, z, 0, 2
10372, -, junk, =, ., T, \ldots, COMMA, 2, i, m
10373, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10374, 3, junk, x, \lambda, 2, 5, \geq, COMMA, ., Y
10375, 6, junk, \leq, 0, b, G, ., s, \in, o
10376, junk, z, 1, +, i, 2, t, T, ., I
10377, =, junk, T, ., C, 5, -, 0, c, o
10378, \cos, junk, ., \gamma, \tan, -, x, c, a, \lim
10379, junk, \lim, \tan, \sin, ., m, n, \cos, -, u
10380, \sin, junk, ., +, \lim, a, m, -, L, 0
10381, -, junk, =, ., T, \ldots, COMMA, i, 2, m
10382, x, X, \times, l, r, e, k, junk, R, 1
10383, x, r, \times, \pi, k, X, junk, R, 1, .
10384, x, R, X, \times, \alpha, r, k, a, 2, junk
10385, junk, ., 2, z, 7, r, 0, 1, /, +
10386, -, junk, =, ., T, \ldots, m, COMMA, i, 2
10387, ), junk, \prime, COMMA, ], ., 1, 3, 0, 2
10388, junk, 1, i, ., \prime, \{, +, |, COMMA, r
10389, 5, s, junk, S, 1, i, b, \div, \exists, 4
10390, \sin, junk, \lim, \tan, -, ., +, m, o, 0
10391, -, junk, =, ., T, \ldots, \div, i, COMMA, m
10392, x, R, X, \times, \alpha, 2, r, k, n, a
10393, 6, junk, b, 0, ., A, \leq, E, s, G
10394, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10395, 3, junk, 5, z, n, x, s, 9, COMMA, \exists
10396, junk, \phi, +, \pi, ., x, a, n, i, d
10397, \sqrt, junk, ., r, 0, \sigma, \sum, -, /, o
10398, 6, b, junk, ., A, 0, 4, i, G, 1
10399, T, junk, 2, z, 7, +, t, 1, i, x
10400, -, junk, =, ., T, \ldots, i, \div, COMMA, t
10401, 5, junk, s, S, 1, ., \exists, E, \in, \div
10402, 3, junk, x, n, 5, COMMA, \lambda, z, \times, 2
10403, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10404, 3, junk, z, n, 5, s, COMMA, x, \geq, \exists
10405, \sqrt, junk, ., \sigma, r, f, 0, \sum, 5, p
10406, junk, -, ., p, T, 2, F, 0, \gt, 3
10407, 6, t, junk, b, i, 0, x, \times, ., d
10408, 5, junk, s, 3, b, S, g, ., 9, \exists
10409, junk, -, p, ., 2, T, 3, \gt, F, 0
10410, i, junk, ., /, t, 3, X, (, x, \times
10411, 3, 5, junk, x, s, X, B, ., \exists, z
10412, 5, 3, junk, z, \sqrt, A, a, s, g, n
10413, 3, junk, z, 5, s, \exists, x, n, 9, COMMA
10414, 3, junk, n, 5, x, s, \exists, z, X, .
10415, \theta, n, junk, o, k, i, 0, 1, N, .
10416, \sin, junk, \lim, ., 0, \cos, a, -, COMMA, \prime
10417, \tan, junk, 0, ., =, v, \sin, \lim, COMMA, c
10418, \theta, n, o, k, 0, a, junk, y, m, E
10419, =, junk, T, ., -, 5, s, C, 0, I
10420, -, junk, =, ., \ldots, T, COMMA, 2, \div, i
10421, junk, 8, a, s, 9, ., n, x, 3, r
10422, \cos, \infty, junk, n, \sin, \tan, ., 0, \log, m
10423, \theta, n, k, o, junk, r, N, 0, a, i
10424, \theta, E, \Delta, junk, a, G, H, 0, v, A
10425, \sin, \lim, junk, a, ., 0, 2, \rightarrow, \cos, v
10426, 2, junk, z, ., -, COMMA, x, 1, r, L
10427, 0, junk, 3, 8, o, ., 5, \pm, a, n
10428, \sqrt, junk, ., r, c, 0, o, \Delta, COMMA, -
10429, 4, +, junk, i, t, 1, 2, a, y, p
10430, 3, B, junk, 5, z, s, ., b, a, COMMA
10431, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10432, k, t, e, l, b, \pi, x, +, junk, d
10433, \sqrt, junk, ., 0, -, r, o, T, n, COMMA
10434, 4, y, junk, +, Y, \gamma, ., 7, a, -
10435, b, junk, n, ., p, 1, y, e, H, COMMA
10436, -, junk, =, ., T, i, \ldots, \div, COMMA, t
10437, junk, t, 1, \div, COMMA, ., l, (, 2, +
10438, b, junk, H, n, p, y, B, ., 1, \beta
10439, \tan, junk, =, \lim, +, COMMA, \sin, ., v, 0
10440, 2, a, z, junk, x, 7, 1, \alpha, l, .
10441, -, junk, =, ., T, \ldots, i, COMMA, \div, 2
10442, \theta, n, u, 8, y, a, o, junk, 0, d
10443, p, P, \beta, B, \pi, n, junk, y, g, 9
10444, \sqrt, junk, ., 0, r, n, -, o, m, T
10445, +, t, junk, ., T, \neq, 4, 1, x, -
10446, 6, junk, \leq, b, \theta, H, e, 0, 4, u
10447, 3, 5, B, junk, z, s, g, ., l, b
10448, 3, B, junk, 5, z, s, b, ., COMMA, x
10449, 7, junk, \gt, 2, n, 0, -, Y, y, .
10450, \sqrt, junk, r, ., 0, \mu, -, /, COMMA, E
10451, \sqrt, junk, ., r, 0, n, o, -, \sigma, \sum
10452, junk, 7, Y, \times, 9, 2, n, 0, \gt, COMMA
10453, -, junk, =, ., T, \ldots, i, \div, COMMA, t
10454, junk, COMMA, 1, \prime, /, ., l, \div, 2, |
10455, 3, junk, z, n, x, s, COMMA, \geq, ., \times
10456, 3, z, junk, x, 5, s, ., X, g, B
10457, \sin, \lim, junk, \tan, ., \cos, a, n, v, -
10458, x, \times, X, junk, \alpha, k, ., a, z, (
10459, junk, ., \tan, \ldots, c, COMMA, -, 1, r, \sqrt
10460, x, X, \times, junk, ., \gamma, a, 2, n, z
10461, +, junk, \pm, t, 7, \neq, f, T, 1, -
10462, 2, junk, n, +, \alpha, ., a, -, d, 1
10463, 9, q, junk, a, 4, 1, ., g, n, 3
10464, 4, 9, junk, q, a, y, \prime, ., n, 1
10465, junk, 1, \pi, q, 7, -, ., +, 2, \prime
10466, !, \}, junk, 1, COMMA, +, ., \prime, r, \{
10467, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10468, h, k, junk, n, 1, l, 2, ., +, L
10469, y, \times, x, X, Y, \alpha, 2, \beta, junk, \gamma
10470, h, n, k, junk, l, ., 1, r, m, \mu
10471, -, junk, ., =, \div, 2, COMMA, \ldots, T, m
10472, 3, junk, 5, z, n, x, COMMA, s, 2, .
10473, h, n, junk, k, ., 1, m, r, -, \mu
10474, 5, junk, s, e, \in, S, \leq, E, \exists, 1
10475, -, junk, =, ., \ldots, 2, COMMA, T, m, i
10476, junk, 1, COMMA, /, \prime, ., |, l, \div, )
10477, \rightarrow, +, junk, 1, \prime, 4, ., \div, COMMA, T
10478, h, n, junk, k, ., 1, m, r, \mu, l
10479, x, X, \times, \gamma, y, junk, ., v, n, 6
10480, \rightarrow, junk, 1, +, \prime, ., -, \div, COMMA, \neq
10481, \infty, \cos, \tan, \sin, junk, \lim, ., \pi, m, 0
10482, h, n, junk, l, k, ., 1, 2, i, \alpha
10483, \log, junk, \pi, T, ., +, \div, 1, g, a
10484, x, \times, X, k, a, \alpha, junk, E, ., z
10485, a, junk, x, ., 2, +, (, c, 1, \times
10486, x, \times, X, 6, junk, k, \neq, -, \gamma, n
10487, T, junk, I, 1, ., -, F, f, 2, j
10488, b, junk, n, h, ., 1, H, k, COMMA, p
10489, 2, a, z, junk, 7, 1, \div, l, x, .
10490, \sqrt, junk, ., 0, r, -, o, T, m, V
10491, 8, \theta, junk, 0, ., E, x, i, g, \div
10492, junk, 1, |, COMMA, l, \prime, ., \{, (, +
10493, \sqrt, junk, ., 0, -, r, o, n, COMMA, T
10494, 8, E, junk, 0, c, i, ., \theta, \in, x
10495, 2, junk, z, a, x, \alpha, ., 1, 7, l
10496, x, X, \times, k, a, junk, 2, ., z, R
10497, \log, junk, ., =, a, \pi, T, \div, c, \sin
10498, z, 2, junk, a, =, x, \sum, 1, l, .
10499, =, junk, o, 0, ., c, -, \leq, m, a
10500, \log, junk, T, \pi, g, 1, +, ., \div, a
10501, a, junk, ., 2, x, \sigma, \alpha, 0, +, -
10502, a, G, junk, ., \lim, c, C, 0, x, \in
10503, +, junk, t, 7, 1, \pm, ., g, f, z
10504, y, z, junk, g, 7, 9, \pi, ., \pm, \beta
10505, \leq, junk, ., 2, G, z, l, \sum, C, 1
10506, +, junk, 7, 1, t, z, ., x, g, \pm
10507, junk, y, \gamma, 7, z, g, x, ., p, 2
10508, \sqrt, junk, ., 0, r, n, o, -, COMMA, H
10509, x, \times, X, junk, a, \lambda, z, ., -, +
10510, \pi, junk, x, k, a, p, +, \times, r, -
10511, \sqrt, junk, f, r, F, ., E, p, 0, \sum
10512, \sqrt, r, junk, f, p, ., 0, E, \sigma, F
10513, \times, x, X, junk, Y, \forall, ., y, \gamma, N
10514, x, \times, X, a, junk, z, k, ., \alpha, \in
10515, \rightarrow, 7, junk, 2, +, -, z, ., \pi, 1
10516, b, junk, H, A, ., n, h, 1, p, k
10517, \sqrt, junk, ., -, o, 0, \Delta, r, m, COMMA
10518, z, t, \pm, junk, 2, l, -, \geq, \in, .
10519, y, junk, z, 1, I, g, x, l, \pm, t
10520, x, \times, X, junk, \gamma, n, -, r, y, +
10521, n, junk, ., V, r, M, H, \beta, \Delta, m
10522, b, n, h, junk, ., B, k, p, (, H
10523, \leq, \sum, junk, \in, c, ., z, G, C, a
10524, \times, x, X, junk, \phi, \forall, z, Y, a, .
10525, \sqrt, junk, ., r, o, 0, \Delta, m, v, -
10526, a, \lim, junk, ., \sigma, 2, 0, x, G, c
10527, b, junk, p, n, B, H, ., \beta, y, E
10528, +, junk, t, \pm, 7, \neq, T, 1, -, 4
10529, -, junk, =, ., \ldots, T, COMMA, 2, m, i
10530, \sqrt, junk, r, ., \sigma, 0, n, -, V, COMMA
10531, 3, junk, B, 5, b, s, z, x, ., l
10532, 2, z, 1, junk, a, 3, l, x, ., i
10533, 2, a, junk, z, 7, x, 1, l, \div, .
10534, 8, junk, E, c, 0, x, z, ., i, g
10535, 4, +, junk, \phi, y, \neq, i, f, x, 1
10536, +, junk, t, 1, T, -, ., \prime, \pm, 7
10537, x, X, \times, a, 2, junk, z, \lt, C, \gamma
10538, y, junk, g, z, \pi, x, ., -, 1, \gamma
10539, +, t, junk, 1, R, f, ., \neq, \pm, x
10540, x, \times, X, junk, k, r, ., z, \lt, n
10541, y, junk, z, g, ., 1, 7, -, 9, \pm
10542, x, \times, X, z, a, junk, 2, ., \alpha, R
10543, (, junk, 1, \{, C, 6, l, ., COMMA, [
10544, -, junk, ., =, T, t, COMMA, i, \div, \ldots
10545, 8, junk, g, \theta, 0, c, z, 1, i, .
10546, junk, 1, |, COMMA, \prime, l, ., /, +, \{
10547, 4, junk, H, t, +, Y, a, 2, i, x
10548, 3, junk, 5, z, s, x, 9, COMMA, g, \exists
10549, 4, +, junk, 1, t, H, x, f, 2, p
10550, +, \pm, junk, t, 7, f, \neq, 1, T, -
10551, 4, junk, H, t, +, Y, 2, 1, a, G
10552, +, junk, t, 7, \neq, \pm, -, 1, f, T
10553, y, junk, g, 1, ., z, +, \pm, x, t
10554, 2, z, junk, 1, a, x, l, ., 3, \div
10555, x, \times, X, \lt, junk, a, z, 2, ., \phi
10556, x, X, \times, z, a, \phi, 2, junk, \lt, .
10557, -, junk, ., =, T, \ldots, i, COMMA, m, \div
10558, \times, x, junk, X, +, ., A, z, a, -
10559, b, n, junk, ., k, B, h, p, H, (
10560, \times, x, X, junk, ., a, -, +, \gt, \lambda
10561, a, junk, \sigma, \alpha, \lim, ., x, G, \times, o
10562, +, t, junk, T, ., x, 4, \neq, 1, -
10563, y, junk, 9, z, ., g, \pm, 7, \sum, -
10564, x, \times, X, z, 2, junk, a, ., k, C
10565, junk, -, ., =, 0, \sqrt, r, 1, COMMA, 2
10566, y, junk, g, \pm, 1, ., \pi, z, l, 9
10567, \leq, junk, ., 2, l, G, 1, z, E, \in
10568, +, junk, t, 4, ., 1, T, -, \neq, x
10569, b, junk, ., n, 1, k, (, h, COMMA, e
10570, a, \sigma, junk, \alpha, ., o, \lim, 0, x, G
10571, \times, x, X, junk, a, -, ., \forall, z, Y
10572, b, junk, s, ., e, 1, h, n, \infty, d
10573, a, junk, \sigma, \alpha, ., +, \infty, x, \sin, \lim
10574, -, junk, ., =, T, t, i, COMMA, \div, \ldots
10575, -, junk, ., =, T, t, i, COMMA, \div, \ldots
10576, ), junk, COMMA, \prime, 1, ., ], 0, /, r
10577, b, junk, n, ., h, e, y, COMMA, s, -
10578, a, e, x, junk, ., (, \alpha, \times, =, k
10579, a, \alpha, junk, ., x, G, 0, n, \theta, 2
10580, b, junk, H, n, ., h, COMMA, 1, (, B
10581, b, junk, ., (, h, k, 1, -, COMMA, p
10582, +, \pm, junk, t, 7, f, T, -, 1, I
10583, a, junk, \alpha, x, ., 2, u, 0, 4, +
10584, a, junk, x, ., n, 2, r, -, \times, c
10585, b, junk, ., n, e, H, p, k, 1, COMMA
10586, \int, junk, \{, 1, 0, s, S, ., (, COMMA
10587, \int, junk, 1, \prime, 3, +, COMMA, ., \{, l
10588, \phi, 8, q, junk, k, a, 2, 9, t, d
10589, -, junk, ., =, T, i, t, COMMA, \div, m
10590, 4, q, 1, junk, +, g, \phi, y, 2, x
10591, 3, junk, 5, z, B, R, s, l, a, .
10592, 2, junk, z, a, x, 1, 7, \alpha, ., t
10593, x, \times, X, 2, z, junk, \alpha, ., \lt, +
10594, 8, junk, \theta, g, o, 9, 5, d, x, .
10595, \times, x, X, junk, z, t, a, \phi, ., -
10596, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10597, -, junk, =, ., T, \ldots, COMMA, i, 2, m
10598, -, junk, ., =, T, t, i, COMMA, \div, \ldots
10599, 4, junk, +, 1, 2, y, \neq, t, x, .
10600, -, junk, =, ., \ldots, COMMA, 2, T, m, i
10601, 8, junk, o, 3, 9, 5, g, x, y, \theta
10602, 4, y, x, \times, junk, +, Y, f, 1, t
10603, a, junk, r, n, ., k, x, v, m, e
10604, \sqrt, junk, ., -, r, =, 0, COMMA, \Delta, o
10605, junk, 2, 3, =, z, ., 5, T, 0, COMMA
10606, -, junk, =, ., T, \ldots, COMMA, i, 2, m
10607, 9, junk, a, q, 3, ., 4, \prime, +, n
10608, 4, junk, \div, a, +, ., 2, \Delta, t, \sin
10609, R, \pi, n, junk, M, E, x, a, k, .
10610, junk, -, \div, ., +, =, a, COMMA, \sin, \alpha
10611, junk, 1, |, COMMA, (, \prime, l, /, ., \{
10612, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10613, 8, junk, g, 0, \theta, 1, C, x, ., a
10614, +, t, junk, T, f, 1, ., 7, i, \pm
10615, x, \times, junk, a, 2, 3, \lambda, z, ., X
10616, x, \times, X, z, +, junk, \lt, \lambda, a, \phi
10617, 3, x, junk, \geq, Y, y, ., 2, \prime, z
10618, b, h, k, junk, i, 1, ., +, 6, (
10619, a, junk, \alpha, 0, ., o, x, q, \sum, 2
10620, +, t, junk, 4, T, 1, ., x, -, 2
10621, 2, z, junk, t, a, 3, x, L, \alpha, 1
10622, junk, 5, COMMA, C, c, ., r, a, (, s
10623, 2, z, junk, 1, a, -, i, ., ], x
10624, junk, \sqrt, 5, r, ., F, L, T, -, COMMA
10625, b, h, junk, i, ., (, k, 1, \prime, COMMA
10626, junk, COMMA, -, ., +, \prime, 0, 1, 2, m
10627, a, junk, \alpha, L, q, 0, o, ., 9, \theta
10628, +, t, junk, 1, ., x, k, i, 7, r
10629, x, X, \times, y, \gamma, junk, \mu, ., z, v
10630, 2, junk, z, 1, l, a, x, ., n, -
10631, b, junk, k, i, 1, ., \prime, h, 6, 5
10632, junk, ., \leq, t, -, 1, \tan, =, \sqrt, u
10633, x, X, \times, junk, \gamma, y, ., v, n, r
10634, junk, 4, n, x, ., +, y, l, \times, 2
10635, \sqrt, junk, ., r, -, \Delta, 0, c, o, COMMA
10636, +, t, junk, x, ., \neq, i, k, T, 1
10637, junk, \cos, ., \sin, o, \rightarrow, +, 0, a, \infty
10638, junk, 1, |, COMMA, \prime, l, ., ), !, +
10639, +, t, junk, T, ., 4, x, 2, 1, -
10640, X, x, \times, junk, l, 1, z, 2, \pi, k
10641, a, \theta, junk, \alpha, v, o, ., 0, \Delta, )
10642, \sqrt, junk, 6, \sum, \sigma, -, ., \sin, 1, 5
10643, junk, s, S, 5, 1, 0, ., g, 9, 3
10644, b, 6, junk, 4, ., t, d, +, 0, 8
10645, a, junk, d, t, \in, o, ., \theta, \alpha, 0
10646, =, junk, \sum, -, \pm, ., 2, 0, \div, c
10647, \sqrt, junk, f, ., r, \sum, 0, \int, 1, /
10648, t, \pm, junk, +, I, z, 4, ., x, (
10649, \sqrt, junk, f, ., \int, \sum, 0, r, 1, j
10650, +, junk, t, 4, \neq, 7, -, \pm, \phi, \pi
10651, a, junk, ., t, d, 2, \alpha, x, v, 0
10652, 2, z, junk, a, \alpha, x, 3, =, \div, .
10653, b, 6, junk, ., e, A, 0, 8, COMMA, 4
10654, junk, -, ., =, \sqrt, COMMA, e, 0, \div, \geq
10655, \sqrt, junk, ., -, =, L, COMMA, o, r, n
10656, b, junk, 6, t, ., 8, +, d, 0, 4
10657, \pm, T, I, junk, 1, t, +, ., 7, \div
10658, b, 6, junk, 4, +, ., h, t, i, 1
10659, \sum, junk, a, z, 2, ., 0, c, E, \theta
10660, n, junk, 1, m, r, ., a, -, \pi, p
10661, a, junk, A, v, ., t, \lambda, u, x, 2
10662, 6, b, junk, \beta, \leq, A, 0, ., E, \Delta
10663, \leq, \sum, \in, junk, \pm, z, ., a, G, S
10664, b, 6, junk, 1, ., COMMA, +, 4, i, (
10665, P, p, \beta, junk, F, r, n, \}, ., -
10666, \leq, \pm, junk, \sum, \in, 5, 3, S, ., l
10667, a, junk, \theta, v, t, \lambda, ., o, A, \alpha
10668, +, junk, t, x, ., 2, 1, 4, -, k
10669, 3, junk, B, \beta, ., 5, x, X, F, 9
10670, x, X, \times, y, \gamma, junk, n, ., r, v
10671, 3, junk, n, 2, B, 5, \beta, E, F, .
10672, x, y, Y, \times, junk, \forall, \gamma, X, z, .
10673, a, junk, o, t, ., d, 2, x, \theta, 0
10674, \leq, junk, 1, \in, ., c, l, 6, a, \pm
10675, \leq, \sum, junk, \in, \pm, z, 1, ., l, a
10676, 2, a, z, junk, 1, l, 3, -, x, .
10677, b, 6, junk, +, 4, ., Y, t, (, d
10678, x, X, \times, junk, k, 1, l, i, ., +
10679, +, t, junk, x, T, ., 1, 4, z, 7
10680, junk, +, ., 4, \mu, -, 7, l, (, 1
10681, junk, 1, |, COMMA, \prime, ), l, ., /, (
10682, \sqrt, junk, ., r, 0, V, COMMA, /, -, o
10683, x, X, l, junk, \times, i, y, 1, z, \neq
10684, -, junk, =, ., \ldots, T, COMMA, 2, i, \div
10685, n, junk, r, ., 1, \beta, -, p, M, m
10686, junk, 7, ., +, 4, (, \lim, y, 2, l
10687, junk, s, S, 9, 1, 5, 3, ., g, 0
10688, 8, n, b, junk, F, 2, z, 0, 3, \theta
10689, 2, z, junk, a, n, l, ., \div, 1, x
10690, \sqrt, junk, ., 0, r, o, -, \Delta, T, m
10691, \sqrt, junk, f, ., \sum, r, 0, \int, 1, E
10692, 3, junk, \geq, F, 2, ., B, x, COMMA, \beta
10693, +, junk, t, 1, 7, ., f, \pm, x, \neq
10694, 8, junk, 2, y, R, a, \theta, q, 9, .
10695, 5, F, \exists, junk, \sum, E, 3, 9, \sqrt, COMMA
10696, +, junk, t, 1, 7, ., x, f, j, \pm
10697, 2, a, z, junk, x, 1, -, ., l, \sum
10698, a, \alpha, junk, x, 2, ., X, \pi, 0, o
10699, 3, junk, \geq, 2, F, z, ., \beta, 5, \phi
10700, junk, ., \rightarrow, +, 7, n, l, y, -, (
10701, n, junk, x, ., 2, +, \gamma, 7, -, 1
10702, \sqrt, junk, r, ., \sigma, f, 0, 5, p, 1
10703, +, t, junk, T, ., x, 4, 1, 2, z
10704, 2, junk, z, ., 1, =, a, -, x, t
10705, \sqrt, junk, ., -, L, =, o, n, COMMA, r
10706, b, 6, junk, e, ., 0, A, 4, E, COMMA
10707, 5, F, \sum, junk, \exists, 3, COMMA, E, S, s
10708, +, junk, t, -, ., T, 4, 1, \neq, x
10709, g, y, junk, 1, ., x, T, q, 3, 9
10710, junk, 1, ., |, \prime, COMMA, l, /, ), (
10711, (, junk, 1, l, COMMA, ., \{, C, 0, i
10712, p, P, \beta, F, junk, \div, r, n, B, A
10713, ), junk, COMMA, 1, \prime, \}, ., ], 0, 2
10714, q, 9, g, \div, p, junk, 2, 8, x, 1
10715, (, junk, 1, l, COMMA, ., \{, C, 6, 0
10716, p, \beta, P, junk, x, 1, \phi, E, F, .
10717, +, junk, 1, i, t, ., \rightarrow, \prime, a, 4
10718, -, junk, ., =, T, t, \div, COMMA, \ldots, i
10719, ), COMMA, junk, 1, \prime, ., ], \}, 2, y
10720, junk, 7, 1, T, 3, ., 2, 9, l, +
10721, -, junk, =, ., \ldots, 2, COMMA, T, m, i
10722, a, \alpha, junk, ., x, o, 0, \sigma, 2, \pi
10723, 2, 1, junk, z, l, x, a, -, ., +
10724, +, t, junk, 1, f, ., 7, \neq, x, \pm
10725, p, junk, P, \beta, 2, T, \pi, -, COMMA, x
10726, 2, l, z, junk, 1, ., a, 0, x, I
10727, q, g, junk, 2, 1, 9, ., i, \prime, z
10728, -, junk, =, ., T, \ldots, COMMA, m, i, 2
10729, =, junk, ., C, -, s, 1, 5, \div, 7
10730, \sqrt, junk, f, ., \sum, \sigma, E, 0, r, F
10731, a, \alpha, G, junk, x, n, ., X, A, u
10732, A, H, n, \beta, junk, 1, ., \Delta, \lambda, E
10733, b, junk, n, ., h, k, (, 1, H, COMMA
10734, f, t, junk, 1, +, COMMA, ., i, \leq, (
10735, (, junk, 1, l, COMMA, ., \{, 0, C, 6
10736, ), junk, x, COMMA, \gt, ., y, \prime, j, 0
10737, x, X, \neq, junk, \times, n, a, ., 1, k
10738, x, X, junk, u, a, n, \times, p, 1, .
10739, \int, junk, 1, \prime, +, COMMA, ., 3, \{, (
10740, -, junk, =, ., T, \ldots, i, COMMA, \div, t
10741, x, junk, a, u, k, \mu, X, \times, ., n
10742, d, \phi, junk, 7, 2, 1, ., q, +, \neq
10743, =, junk, \sum, -, ., 0, c, 2, \pm, z
10744, x, junk, a, 2, \times, X, +, k, z, .
10745, ), COMMA, junk, ., 1, \prime, 2, 0, y, ]
10746, a, \alpha, junk, x, X, A, \pi, \times, ., n
10747, b, junk, h, k, ., (, n, 1, e, COMMA
10748, \int, junk, 1, \}, \{, COMMA, +, ., \prime, s
10749, f, junk, 7, +, p, \prime, t, -, F, l
10750, (, junk, 1, l, COMMA, ., 4, 0, \{, s
10751, d, \phi, junk, 1, 7, 2, ., a, q, 9
10752, =, junk, ., C, 2, \div, \leq, 0, c, E
10753, c, C, junk, 1, ., i, x, 6, (, 0
10754, junk, ., a, r, x, +, c, 0, 1, 2
10755, a, \alpha, junk, x, ., o, u, \mu, 2, 0
10756, r, junk, p, \gamma, F, ., t, 1, V, \sqrt
10757, junk, ., A, H, \lambda, a, \Delta, 1, p, i
10758, =, junk, -, ., 0, c, C, \sum, \in, \div
10759, ), junk, COMMA, \prime, 1, ., 0, ], 2, /
10760, c, C, junk, 1, ., 2, x, a, [, 6
10761, 2, junk, \alpha, z, a, 1, l, -, ., x
10762, ), COMMA, junk, 1, ., \prime, 2, y, r, /
10763, B, \beta, 5, junk, \pi, x, A, r, 3, .
10764, d, junk, a, 1, \phi, ., o, \div, 2, 0
10765, k, h, junk, G, n, \times, x, ., E, +
10766, (, junk, 1, l, ., \{, COMMA, C, i, 6
10767, r, \gamma, \sqrt, junk, V, ., p, F, x, 1
10768, a, \alpha, junk, x, ., 0, 2, o, \sigma, \pi
10769, d, junk, +, t, i, ., -, H, N, j
10770, (, junk, C, c, ., 1, l, [, COMMA, 0
10771, A, 2, x, a, \times, junk, \alpha, d, ., X
10772, p, P, \beta, F, junk, T, r, a, -, 2
10773, p, P, F, \beta, junk, T, \}, r, n, 2
10774, junk, 1, COMMA, |, l, (, /, \prime, +, .
